ID,Name,Rating,Position,Alt-Pos1,Alt-Pos2,Alt-Pos3,Nation,Club,Card Type,ST,RW,LW,CF,CAM,CM,RM,LM,CDM,CB,LB,LWB,RB,RWB
9625,Dominic Ball,66,CDM,CB,CM,,England,Ipswich,silver non-rare,55,56,56,56,58,61,57,57,65,66,61,60,61,60
9626,Florian Ballas,66,CB,,,,Germany,Jahn Regensburg,silver rare,48,41,41,44,43,47,42,42,57,66,55,52,55,52
9627,Thierno Ballo,66,CAM,RM,CM,,Austria,Wolfsberger AC,silver rare,61,67,67,66,66,63,66,66,57,51,58,60,58,60
9628,Axel Bamba,66,CB,RB,,,Cote d,R. Sporting,silver rare,51,54,54,53,54,57,57,57,63,66,64,63,64,63
9629,Funsho Bamgboye,66,LW,LM,RW,,Nigeria,FC Rapid 1923,silver non-rare,64,66,66,65,64,58,65,65,46,40,47,50,47,50
9630,Marcel Bar,66,ST,CF,,,Germany,FC Erzgebirge Aue,silver rare,66,66,66,66,65,60,66,66,51,49,54,56,54,56
9631,Leandro Barcia,66,RW,RM,CF,ST,Uruguay,Defensor,sudamericana,64,66,66,65,66,64,66,66,58,53,57,58,57,58
9632,Martin Barrios,66,CM,CDM,,,Uruguay,Liverpool,libertadores_b,60,62,62,62,64,66,63,63,64,61,62,63,62,63
9633,Thierno Barry,66,ST,CF,LW,,France,FC Basel 1893,silver non-rare,66,63,63,63,60,51,60,60,38,37,42,44,42,44
9634,Maxime Barthelme,66,RM,CM,LM,RW,France,En Avant Guingamp,silver non-rare,62,65,65,65,66,66,65,65,63,61,62,63,62,63
9635,Mons Bassouamina,66,ST,LM,CF,,Congo,Pau FC,silver non-rare,66,66,66,66,63,55,64,64,41,37,44,47,44,47
9636,Lewis Bate,66,CM,CDM,,,England,Leeds United,silver non-rare,59,66,66,64,67,66,66,66,64,57,64,65,64,65
9637,Dominic Baumann,66,ST,CF,,,Germany,Hallescher FC,silver non-rare,66,61,61,63,61,55,60,60,46,45,44,46,44,46
9638,Furkan Bayir,66,CB,,,,Turkey,Alanyaspor,silver non-rare,48,48,48,48,48,52,50,50,62,66,61,60,61,60
9639,Tom Bayliss,66,CAM,CM,,,England,Shrewsbury,silver non-rare,63,65,65,65,66,66,66,66,64,61,63,64,63,64
9640,Raul Becerra,66,ST,CF,,,Argentina,Dep. Cuenca,sudamericana,66,60,60,63,59,53,58,58,41,42,42,44,42,44
9641,Tobias Bech,66,CM,ST,,,Denmark,AGF,silver rare,69,69,69,69,68,66,69,69,63,62,65,65,65,65
9642,Agnes Beever-Jones,66,ST,CF,LW,,England,Chelsea,silver non-rare,66,65,65,66,65,60,64,64,50,48,48,50,48,50
9643,Ismajl Beka,66,CB,,,,Kosovo,FC Luzern,silver rare,46,39,39,41,39,44,41,41,57,66,58,54,58,54
9644,Joe Bell,66,CM,CDM,,,New Zealand,Viking FK,silver non-rare,63,63,63,63,64,66,65,65,66,64,64,65,64,65
9645,Mohammed Ali Bemammer,66,CDM,,,,Morocco,NorthEast United,silver rare,49,48,48,48,50,56,52,52,65,67,62,61,62,61
9646,Rico Benatelli,66,CDM,CM,,,Germany,Austria Klagenfurt,silver non-rare,61,62,62,62,64,66,63,63,65,63,61,63,61,63
9647,Guillermo Benitez,66,LB,LWB,,,Argentina,Huracan,sudamericana,56,58,58,56,57,57,59,59,62,65,64,63,64,63
9648,Miguel Angel Benitez,66,LB,LWB,,,Paraguay,Guarani,sudamericana,64,66,66,65,65,64,67,67,63,62,64,65,64,65
9649,Jewison Bennette,66,LM,LW,,,Costa Rica,Sunderland,silver non-rare,60,66,66,64,64,57,65,65,43,35,46,49,46,49
9650,Leider Berdugo,66,CM,CDM,,,Colombia,Junior,sudamericana,59,62,62,63,65,66,63,63,63,58,61,62,61,62
9651,Gustav Berggren,66,CDM,CM,,,Sweden,Rakow,silver non-rare,55,56,56,56,58,61,58,58,65,64,61,61,61,61
9652,Emiliano Bermudez,66,GK,,,,Uruguay,Danubio,sudamericana,,,,,,,,,,,,,,
9653,Alexander Bernhardsson,66,RW,RM,,,Sweden,IF Elfsborg,silver non-rare,64,66,66,65,65,61,66,66,54,52,57,58,57,58
9654,Steeve Beusnard,66,CM,CDM,RM,,France,Pau FC,silver non-rare,61,65,65,65,66,66,66,66,64,61,64,65,64,65
9655,Merveille Biankadi,66,RM,CM,RW,,Germany,Arminia Bielefeld,silver rare,62,64,64,63,63,62,65,65,60,59,61,62,61,62
9656,Tom Bischof,66,CAM,,,,Germany,TSG Hoffenheim,silver non-rare,57,64,64,63,66,64,64,64,56,48,53,55,53,55
9657,Jose Bizama,66,RB,RWB,CB,,Chile,Palestino,sudamericana,57,59,59,58,59,61,61,61,64,65,64,64,64,64
9658,John Bjorkengren,66,CDM,CM,,,Sweden,Randers FC,silver non-rare,63,64,64,64,65,65,65,65,65,63,64,64,64,64
9659,Sondre Bjorshol,66,RB,RWB,CB,,Norway,Viking FK,silver non-rare,50,56,56,53,54,56,60,60,62,62,64,65,64,65
9660,Jamal Blackman,66,GK,,,,England,Burton Albion,silver non-rare,,,,,,,,,,,,,,
9661,Emmanuel Boateng,66,LM,RM,LW,,Ghana,New England,silver rare,62,66,66,65,65,59,65,65,53,49,54,55,54,55
9662,Billy Bodin,66,CAM,RW,LW,,Wales,Oxford United,silver non-rare,64,66,66,65,66,62,66,66,54,51,55,57,55,57
9663,Darijan Bojanic,66,CM,CDM,,,Sweden,Ulsan Hyundai,silver non-rare,60,63,63,62,65,66,63,63,63,59,58,60,58,60
9664,Kevin Boli,66,CB,,,,Cote d,Farul Constanta,silver non-rare,47,47,47,45,46,50,49,49,61,66,64,62,64,62
9665,Bendeguz Bolla,66,RB,RWB,,,Hungary,Servette FC,silver non-rare,58,64,64,62,62,61,64,64,62,60,64,65,64,65
9666,Alexandre Bonnet,66,CM,LM,,,France,Quevilly Rouen,silver non-rare,64,67,67,66,67,66,67,67,60,54,58,60,58,60
9667,Christopher Bonsu Baah,66,RM,RW,LW,,Ghana,KRC Genk,silver non-rare,62,66,66,64,64,58,65,65,47,40,48,52,48,52
9668,Marco Borgnino,66,RW,RM,CM,,Argentina,Farul Constanta,silver non-rare,65,66,66,65,64,58,65,65,48,43,48,51,48,51
9669,Osvaldo Bosso,66,CB,RB,CDM,,Chile,Audax Italiano,sudamericana,53,56,56,54,55,58,57,57,64,66,65,64,65,64
9670,Kenji-Van Boto,66,LB,RB,LWB,,Madagascar,Pau FC,silver non-rare,58,59,59,58,58,60,61,61,62,62,64,65,64,65
9671,Carlo Boukhalfa,66,CAM,CDM,CM,,Germany,FC St. Pauli,silver non-rare,65,64,64,66,66,67,65,65,66,64,63,63,63,63
9672,Aymen Boutoutaou,66,RM,CAM,RW,,Algeria,Valenciennes FC,silver rare,61,67,67,65,65,58,65,65,46,39,49,52,49,52
9673,Ruben Bover Izquierdo,66,CM,LM,CAM,,Spain,FC Andorra,silver non-rare,62,67,67,66,67,66,67,67,59,51,58,60,58,60
9674,William Boving,66,ST,CF,,,Denmark,SK Sturm Graz,silver non-rare,66,67,67,67,67,60,66,66,48,43,49,51,49,51
9675,Chris Brady,66,GK,,,,United States,Chicago Fire FC,silver non-rare,,,,,,,,,,,,,,
9676,Christopher Braun,66,RB,RWB,LB,,Germany,FC Rapid 1923,silver non-rare,56,61,61,59,60,60,62,62,63,63,64,65,64,65
9677,Juan Manuel Bravo Alcantara,66,CM,CDM,CAM,,Spain,AD Alcorcon,silver non-rare,64,63,63,64,65,66,64,64,67,67,65,64,65,64
9678,Pascal Breier,66,LM,ST,LW,,Germany,Hansa Rostock,silver non-rare,65,65,65,65,64,60,65,65,50,46,49,52,49,52
9679,Marco Brescianini,66,CDM,CM,,,Italy,Frosinone,silver non-rare,57,58,58,60,61,64,61,61,65,64,61,62,61,62
9680,Joshua Brillante,66,CDM,CM,,,Australia,WS Wanderers,silver rare,58,60,60,59,60,63,61,61,65,65,64,65,64,65
9681,Jeremie Broh,66,CM,CDM,,,Italy,Sudtirol,silver rare,65,66,66,66,66,66,67,67,66,65,66,66,66,66
9682,Ciaron Brown,66,LB,CB,LWB,,Northern Ireland,Oxford United,silver non-rare,55,55,55,54,54,56,57,57,63,66,64,64,64,64
9683,Javain Brown,66,RB,RWB,CB,RM,Jamaica,Whitecaps FC,silver rare,51,53,53,51,51,53,56,56,60,65,64,63,64,63
9684,Alexander Brunst,66,GK,,,,Germany,SV Darmstadt 98,silver non-rare,,,,,,,,,,,,,,
9685,Charles-Andreas Brym,66,ST,RM,CF,,Canada,Sparta Rotterdam,silver rare,66,66,66,66,63,56,64,64,46,43,48,50,48,50
9686,Jonathan Buatu Mananga,66,CB,,,,Angola,Valenciennes FC,silver non-rare,54,51,51,52,51,55,54,54,63,66,61,60,61,60
9687,Roman Buess,66,ST,CF,,,Switzerland,FC Winterthur,silver non-rare,66,66,66,67,66,64,67,67,57,52,56,58,56,58
9688,Thomas Buitink,66,ST,CAM,CF,,Holland,Vitesse,silver non-rare,66,65,65,66,65,61,65,65,55,50,52,55,52,55
9689,Oliver Bundgaard,66,LB,LWB,,,Denmark,Viborg FF,silver rare,59,63,63,61,60,59,63,63,60,60,64,64,64,64
9690,Max Burgess,66,CAM,CM,,,Australia,Sydney FC,silver rare,63,66,66,66,66,64,66,66,60,57,60,61,60,61
9691,Graham Burke,66,LW,LM,RW,,Republic of Ireland,Shamrock Rovers,silver non-rare,63,66,66,65,66,61,65,65,47,38,44,48,44,48
9692,Rocky Bushiri,66,CB,,,,Congo DR,Hibernian,silver rare,44,41,41,42,42,47,44,44,60,66,58,56,58,56
9693,Jakob Busk,66,GK,,,,Denmark,Union Berlin,silver non-rare,,,,,,,,,,,,,,
9694,Busquets,66,RB,RWB,,,Uruguay,River Plate,sudamericana,55,58,58,55,55,57,59,59,61,62,64,64,64,64
9695,Alvaro Bustos Sandoval,66,LM,LB,LW,,Spain,AD Alcorcon,silver non-rare,61,65,65,64,64,62,65,65,57,53,59,60,59,60
9696,Mihai Butean,66,RB,RWB,,,Romania,FC Hermannstadt,silver non-rare,58,62,62,60,61,61,63,63,62,59,64,65,64,65
9697,Juan David Cabal,66,CB,LB,,,Colombia,Hellas Verona,silver rare,54,56,56,54,54,55,57,57,62,66,65,64,65,64
9698,Carlos Cabello,66,RB,RWB,RM,,Peru,UCV,sudamericana,46,53,53,49,51,54,56,56,59,59,64,64,64,64
9699,Catalin Cabuz,66,GK,,,,Romania,FC Hermannstadt,silver non-rare,,,,,,,,,,,,,,
9700,Huikang Cai,66,CDM,CM,,,China PR,Shanghai Port,silver rare,58,55,55,57,58,61,56,56,65,67,61,61,61,61
9701,Luis Caicedo,66,CDM,CM,,,Colombia,Houston Dynamo,silver non-rare,55,58,58,58,60,63,61,61,65,64,62,62,62,62
9702,Abdulkerim Cakar,66,RM,LM,RW,,Turkey,Gaziantep,silver non-rare,65,66,66,66,65,58,65,65,45,42,47,49,47,49
9703,Pablo Camacho,66,RB,RWB,CB,,Venezuela,Dep. Tachira,sudamericana,55,56,56,54,54,56,57,57,62,65,64,63,64,63
9704,Lamine Camara,66,CAM,,,,Senegal,FC Metz,silver rare,60,66,66,65,66,62,66,66,55,47,55,57,55,57
9705,Campuzano,66,CDM,,,,Paraguay,Libertad,libertadores_b,57,58,58,58,58,61,61,61,65,64,64,64,64,64
9706,Luis Cano,66,LW,CM,LM,,Ecuador,Aucas,libertadores_b,61,66,66,65,66,64,66,66,59,53,58,60,58,60
9707,Mihai Capatina,66,CM,RB,,,Romania,Univ. Craiova,silver non-rare,63,65,65,65,65,66,66,66,64,59,64,65,64,65
9708,Edgar Carrion,66,LM,LW,,,Venezuela,Monagas SC,libertadores_b,61,63,63,63,64,65,65,65,64,61,63,64,63,64
9709,Florian Carstens,66,CB,,,,Germany,Wehen Wiesbaden,silver non-rare,44,41,41,41,41,46,44,44,58,66,58,56,58,56
9710,Cesare Casadei,66,CM,CAM,,,Italy,Leicester City,silver non-rare,66,65,65,66,66,66,65,65,64,64,62,62,62,62
9711,Marcin Cebula,66,CF,ST,,,Poland,Rakow,silver non-rare,66,68,68,66,67,64,67,67,61,59,62,63,62,63
9712,Junior Cedeno,66,CM,CDM,,,Venezuela,Puerto Cabello,sudamericana,64,66,66,66,67,66,66,66,63,59,62,63,62,63
9713,Joseph Ceesay,66,RB,RWB,RM,,Sweden,Malmo FF,silver rare,61,65,65,62,62,60,65,65,60,60,64,64,64,64
9714,Maximiliano Centurion,66,CB,,,,Argentina,Arsenal,silver non-rare,40,37,37,37,37,44,39,39,58,66,56,54,56,54
9715,Giuliano Cerato,66,RB,RWB,,,Argentina,Instituto,silver non-rare,53,58,58,56,56,58,59,59,60,59,64,65,64,65
9716,Carlos Cermeno,66,CDM,CM,CAM,,Venezuela,Metropolitanos,libertadores_b,57,62,62,60,62,63,63,63,65,64,64,64,64,64
9717,Boris Cespedes,66,CDM,CM,,,Bolivia,Yverdon Sport FC,silver non-rare,57,60,60,60,61,62,62,62,65,63,63,64,63,64
9718,Sava-Arangel Cestic,66,CB,,,,Serbia,Heracles Almelo,silver non-rare,44,41,41,42,43,48,44,44,59,66,57,55,57,55
9719,Mike Cestor,66,CB,,,,Congo DR,Radomiak Radom,silver rare,46,47,47,44,45,48,50,50,59,66,63,61,63,61
9720,Tarik Cetin,66,GK,,,,Turkey,Caykur Rizespor,silver non-rare,,,,,,,,,,,,,,
9721,Walter Chala,66,RM,LM,RW,ST,Ecuador,LDU Quito,sudamericana,66,66,66,66,65,58,65,65,50,47,50,53,50,53
9722,Edinson Chavez,66,RB,RWB,RM,,Peru,Alianza Lima,libertadores_b,54,61,61,58,59,58,61,61,60,60,64,64,64,64
9723,Sunil Chhetri,66,ST,CF,LW,,India,Bengaluru FC,silver non-rare,66,65,65,65,63,57,64,64,48,46,51,53,51,53
9724,Rylan Childers,66,CAM,,,,United States,KC Current,silver non-rare,62,64,64,66,66,64,63,63,54,47,51,52,51,52
9725,Alexandru Chipciu,66,RM,RB,LM,RW,Romania,FC Univ. Cluj,silver non-rare,64,65,65,64,64,63,65,65,60,57,61,62,61,62
9726,Kacper Chodyna,66,RM,RB,RW,,Poland,Zaglebie Lubin,silver non-rare,61,64,64,62,63,62,65,65,62,61,65,66,65,66
9727,Agustin Chopitea,66,RB,RWB,LB,,Uruguay,River Plate,sudamericana,53,54,54,52,51,54,56,56,61,61,64,64,64,64
9728,Joris Chougrani,66,CB,,,,France,Rodez AF,silver rare,49,52,52,49,50,53,56,56,62,66,65,65,65,65
9729,Andreas Christodoulou,66,GK,,,,Cyprus,Apoel FC,silver non-rare,,,,,,,,,,,,,,
9730,George Cimpanu,66,RM,CAM,RW,,Romania,Univ. Craiova,silver non-rare,63,66,66,65,64,59,65,65,50,46,52,55,52,55
9731,Till Cissokho,66,CB,,,,France,Quevilly Rouen,silver rare,45,39,39,40,39,44,41,41,57,66,57,54,57,54
9732,Caden Clark,66,CAM,CM,LM,,United States,RB Leipzig,silver rare,62,66,66,65,66,63,66,66,57,51,56,58,56,58
9733,Pelle Clement,66,CM,CAM,,,Holland,Sparta Rotterdam,silver non-rare,62,65,65,64,66,66,66,66,62,58,61,63,61,63
9734,Alexandre Coeff,66,CB,RB,CDM,,France,SM Caen,silver non-rare,59,57,57,58,59,63,60,60,66,66,63,64,63,64
9735,Devante Cole,66,ST,CF,,,England,Barnsley,silver rare,66,66,66,66,63,56,64,64,43,39,47,49,47,49
9736,James Collins,66,ST,CF,,,Republic of Ireland,Derby County,silver non-rare,66,61,61,63,62,60,60,60,53,52,49,51,49,51
9737,Racine Coly,66,LB,LWB,,,Senegal,Istanbulspor,silver non-rare,57,59,59,57,57,58,60,60,62,64,64,63,64,63
9738,Gabriel Compagnucci,66,RB,RWB,RM,,Argentina,FCU 1948,silver non-rare,62,63,63,63,62,61,64,64,61,61,64,64,64,64
9739,Christian Conteh,66,RW,RM,ST,,Germany,VfL Osnabruck,silver rare,60,66,66,64,63,55,66,66,44,39,48,51,48,51
9740,Tommy Conway,66,ST,CF,,,Scotland,Bristol City,silver rare,66,64,64,65,61,51,61,61,37,35,41,43,41,43
9741,Shannon Cooke,66,CB,,,,England,West Ham,silver non-rare,55,52,52,53,54,58,54,54,64,66,62,60,62,60
9742,Theo Corbeanu,66,RM,LM,RW,,Canada,Grasshopper Club,silver rare,62,65,65,64,64,60,65,65,54,52,56,58,56,58
9743,Mael Corboz,66,CM,CDM,,,United States,SC Verl,silver rare,61,65,65,64,65,66,66,66,66,62,65,66,65,66
9744,Sergio Cordova,66,ST,CF,,,Venezuela,Whitecaps FC,silver non-rare,66,63,63,65,63,56,61,61,43,40,41,43,41,43
9745,Fernando Cornejo,66,CDM,CM,,,Chile,Palestino,sudamericana,59,62,62,62,64,66,64,64,65,62,63,64,63,64
9746,Ramon Coronel,66,CB,RB,,,Paraguay,Palmaflor,sudamericana,50,51,51,49,51,54,53,53,62,66,63,61,63,61
9747,Tomas Costa Silva,66,RB,RWB,CM,,Portugal,FC Vizela,silver non-rare,58,64,64,64,65,66,67,67,64,57,64,65,64,65
9748,Cristian Costin,66,RB,RWB,RM,,Romania,FC Dinamo 1948,silver rare,60,64,64,62,62,61,65,65,61,61,64,65,64,65
9749,Jordan Cousins,66,CDM,,,,Jamaica,Cambridge Utd,silver non-rare,59,61,61,61,63,64,62,62,65,63,63,63,63,63
9750,Nestor Cova,66,LB,LWB,,,Venezuela,Metropolitanos,libertadores_b,43,51,51,47,49,53,55,55,58,56,64,64,64,64
9751,Nemanja Covic,66,ST,CAM,CF,,Serbia,Henan SSLM FC,silver non-rare,66,61,61,64,63,57,60,60,47,45,45,46,45,46
9752,Ljuban Crepulja,66,CDM,CM,,,Croatia,FC Voluntari,silver non-rare,60,59,59,60,61,63,60,60,65,65,63,63,63,63
9753,Saul Crespo Prieto,66,CDM,,,,Spain,East Bengal,silver non-rare,60,59,59,60,61,63,60,60,65,67,62,62,62,62
9754,Alejo Cruz,66,LW,LM,RW,,Uruguay,Danubio,sudamericana,61,66,66,64,65,59,65,65,50,44,50,53,50,53
9755,Luke Cundle,66,CM,CAM,RW,,England,Plymouth Argyle,silver non-rare,59,65,65,64,66,66,65,65,61,52,59,60,59,60
9756,Marvin Cuni,66,ST,CF,,,Albania,Frosinone,silver non-rare,66,62,62,64,61,54,61,61,42,40,41,43,41,43
9757,Lovro Cvek,66,CDM,CM,,,Croatia,CFR 1907 Cluj,silver non-rare,57,55,55,56,56,59,56,56,65,67,64,63,64,63
9758,Christopher Cvetko,66,CM,CDM,,,Austria,Austria Klagenfurt,silver non-rare,62,62,62,63,63,66,63,63,67,65,64,65,64,65
9759,Luca D'Andrea,66,RM,RW,,,Italy,Catanzaro,silver non-rare,59,65,65,63,65,61,65,65,52,45,52,55,52,55
9760,Andre Luis da Costa Alfredo,66,ST,RM,CF,,Brazil,Jeonbuk Hyundai,silver non-rare,66,66,66,66,63,55,65,65,44,43,47,50,47,50
9761,Josh Dacres-Cogley,66,RWB,RB,,,England,Bolton,silver rare,58,62,62,60,60,59,63,63,59,59,64,64,64,64
9762,Renat Dadashov,66,ST,CF,,,Azerbaijan,Grasshopper Club,silver non-rare,66,61,61,63,60,54,60,60,44,43,44,46,44,46
9763,Adrian Dalmau Vaquer,66,ST,CF,,,Spain,Korona Kielce,silver non-rare,66,63,63,64,61,55,61,61,47,47,49,50,49,50
9764,Vitalie Damascan,66,ST,LM,CF,,Moldova,Sepsi OSK,silver non-rare,66,65,65,65,64,57,64,64,43,39,43,46,43,46
9765,Samuele Damiani,66,CDM,CM,,,Italy,Palermo,silver non-rare,61,65,65,64,67,67,66,66,65,61,63,64,63,64
9766,Misael Davila,66,CM,LM,,,Chile,Palestino,sudamericana,64,67,67,67,68,66,67,67,62,57,61,63,61,63
9767,Mael de Gevigney,66,CB,,,,France,Barnsley,silver non-rare,46,48,48,48,50,55,52,52,64,66,64,62,64,62
9768,Lautaro de Leon Billar,66,ST,CF,,,Uruguay,FC Cartagena,silver non-rare,66,60,60,64,61,52,57,57,38,36,35,37,35,37
9769,Juan Cruz De Los Santos,66,RM,LM,CF,RW,Uruguay,River Plate,sudamericana,64,65,65,65,64,61,65,65,52,47,55,57,55,57
9770,Lucas de los Santos,66,CM,CDM,,,Uruguay,Defensor,sudamericana,64,65,65,65,65,66,66,66,66,64,65,66,65,66
9771,Daniel De Silva,66,CM,CDM,CAM,,Australia,Macarthur FC,silver non-rare,61,67,67,65,67,66,67,67,62,55,63,65,63,65
9772,Koni De Winter,66,CB,RB,,,Belgium,Genoa,silver non-rare,50,52,52,50,51,55,54,54,62,66,64,63,64,63
9773,Robbe Decostere,66,RB,RWB,,,Belgium,Cercle Brugge,silver non-rare,55,59,59,57,58,60,61,61,63,62,64,65,64,65
9774,Deichmann,66,CM,RWB,,,Germany,FC Ingolstadt 04,silver rare,65,67,67,66,66,66,68,68,66,64,66,67,66,67
9775,Mats Deijl,66,RB,RWB,RM,,Holland,Go Ahead Eagles,silver non-rare,52,56,56,55,56,58,59,59,62,63,64,64,64,64
9776,Maxim Dekker,66,CB,LB,,,Holland,AZ,silver non-rare,50,50,50,49,51,55,53,53,63,66,62,60,62,60
9777,Luis Del Pino Mago,66,CB,LB,,,Venezuela,Banfield,silver non-rare,52,53,53,51,51,55,55,55,62,66,64,63,64,63
9778,Moises Delgado Lopez,66,LB,LWB,,,Spain,Racing de Ferrol,silver non-rare,52,58,58,55,56,57,61,61,61,60,64,65,64,65
9779,Delmas,66,RB,RWB,RM,,Spain,Racing de Ferrol,silver non-rare,54,60,60,57,57,58,61,61,60,61,64,65,64,65
9780,Yohan Demoncy,66,CM,CDM,,,France,Paris FC,silver non-rare,59,61,61,62,63,66,64,64,66,63,64,65,64,65
9781,Kyle Dempsey,66,CM,CAM,,,England,Bolton,silver non-rare,62,64,64,64,65,66,66,66,66,62,65,66,65,66
9782,Anouk Denton,66,LB,LWB,,,England,West Ham,silver non-rare,52,54,54,52,53,56,55,55,62,64,64,63,64,63
9783,Valentin Depietri,66,LM,RM,CF,LW,Argentina,Talleres,silver non-rare,60,66,66,63,64,60,65,65,53,49,56,58,56,58
9784,Pape Djibril Diaw,66,CB,,,,Senegal,Stade Lavallois,silver rare,48,43,43,44,42,43,44,44,54,66,59,55,59,55
9785,Diomar Diaz,66,CM,CAM,,,Venezuela,Dep. Tachira,sudamericana,66,67,67,67,68,66,67,67,60,54,58,60,58,60
9786,Victor Dican,66,CDM,CB,,,Romania,FC Botosani,silver non-rare,59,56,56,58,57,60,58,58,65,66,63,62,63,62
9787,Adrian Dieguez Grande,66,CB,CDM,CM,,Spain,Jagiellonia,silver non-rare,49,52,52,51,53,56,54,54,63,66,63,62,63,62
9788,Lars Dietz,66,CB,,,,Germany,Viktoria Koln,silver non-rare,52,53,53,53,55,58,55,55,64,66,62,61,62,61
9789,Ismael Diomande,66,CDM,CB,,,Cote d,FC Petrolul,silver non-rare,56,58,58,57,59,61,59,59,65,66,64,64,64,64
9790,Maximilian Dittgen,66,ST,LM,CF,,Germany,FC Ingolstadt 04,silver non-rare,66,66,66,66,64,62,67,67,59,57,61,63,61,63
9791,Mohamed Djetei,66,CB,,,,Cameroon,Albacete BP,silver non-rare,49,48,48,48,49,53,51,51,62,66,62,60,62,60
9792,Toni Domgjoni,66,CM,CDM,CAM,,Kosovo,Vitesse,silver non-rare,62,62,62,63,64,66,64,64,66,64,63,64,63,64
9793,Jeronimo Domina,66,ST,LM,CF,,Argentina,Union,silver non-rare,66,66,66,66,65,59,64,64,50,46,52,53,52,53
9794,John Chetauya Donald,66,CB,CDM,CM,,Spain,Elche CF,silver non-rare,53,52,52,54,56,58,53,53,63,66,60,59,60,59
9795,Mehdi Dorval,66,RB,RWB,LB,,France,Bari,silver non-rare,52,59,59,56,57,59,62,62,61,59,64,64,64,64
9796,Anderson Dos Santos Gomes,66,CB,RWB,RM,,Brazil,SC Austria,silver rare,61,63,63,61,60,60,63,63,64,66,66,67,66,67
9797,Hassani Dotson,66,CDM,LM,CAM,,United States,Minnesota United,silver non-rare,62,62,62,63,62,64,63,63,65,64,65,65,65,65
9798,Barry Douglas,66,LB,LWB,,,Scotland,Lech Poznan,silver non-rare,64,66,66,66,66,66,66,66,65,63,64,65,64,65
9799,Couhaib Driouech,66,LM,RM,LW,,Holland,Excelsior,silver rare,61,64,64,62,60,54,65,65,44,38,50,53,50,53
9800,Michael Duffy,66,LM,LW,,,Republic of Ireland,Derry City,silver non-rare,62,65,65,64,64,60,65,65,54,50,57,58,57,58
9801,Bryce Duke,66,CAM,CM,CF,,United States,CF Montreal,silver non-rare,60,66,66,64,66,65,67,67,57,50,56,59,56,59
9802,Andres Dumitrescu,66,LB,LWB,,,Romania,Sepsi OSK,silver non-rare,52,56,56,54,55,56,58,58,61,62,64,63,64,63
9803,Chris Durkin,66,CM,RB,CDM,,United States,D.C. United,silver non-rare,60,62,62,62,63,66,64,64,66,62,64,65,64,65
9804,Tomas Durso,66,GK,,,,Argentina,Gimnasia,sudamericana,,,,,,,,,,,,,,
9805,Cesar Bernardo Dutra,66,GK,,,,Brazil,Boavista FC,silver non-rare,,,,,,,,,,,,,,
9806,Sampson Dweh,66,CB,,,,Liberia,Viktoria Plzen,silver non-rare,47,45,45,46,46,48,46,46,58,66,59,56,59,56
9807,Malcolm Ebiowei,66,RW,RM,,,England,Crystal Palace,silver non-rare,62,66,66,64,64,57,64,64,48,44,50,53,50,53
9808,George Edmundson,66,CB,,,,England,Ipswich,silver non-rare,47,44,44,45,47,52,47,47,62,66,60,58,60,58
9809,Tayo Edun,66,LB,LWB,CDM,,England,Charlton Ath,silver non-rare,56,60,60,58,60,62,62,62,64,62,64,64,64,64
9810,Curtis Edwards,66,CM,,,,England,Stabaek Fotball,silver non-rare,61,62,62,63,64,66,63,63,64,60,60,62,60,62
9811,Vitus Eicher,66,GK,,,,Germany,Heidenheim,silver non-rare,,,,,,,,,,,,,,
9812,Jacques Ekomie,66,LB,CB,LWB,,Gabon,Bordeaux,silver non-rare,50,56,56,53,54,57,59,59,62,63,64,64,64,64
9813,Neil El Aynaoui,66,CM,,,,France,RC Lens,silver non-rare,60,63,63,63,64,66,64,64,64,60,61,62,61,62
9814,Omar El Hilali,66,RB,RWB,CB,LB,Morocco,RCD Espanyol,silver non-rare,54,60,60,58,59,58,62,62,61,61,64,64,64,64
9815,Simon Elisor,66,ST,CF,,,France,FC Metz,silver non-rare,66,64,64,65,63,58,63,63,49,47,49,51,49,51
9816,Martin Ellingsen,66,CDM,CB,,,Norway,Molde FK,silver non-rare,61,62,62,62,63,64,62,62,65,64,63,63,63,63
9817,Bartug Elmaz,66,CM,CDM,,,Turkey,Fenerbahce,silver non-rare,59,62,62,63,65,66,63,63,64,60,62,62,62,62
9818,Elliot Embleton,66,CAM,CDM,RM,,England,Sunderland,silver non-rare,62,65,65,65,66,64,64,64,60,56,59,60,59,60
9819,Erik Engelhardt,66,ST,CF,,,Germany,VfL Osnabruck,silver non-rare,66,64,64,64,62,58,63,63,53,53,53,55,53,55
9820,Okan Erdogan,66,CB,CDM,,,Turkey,Istanbulspor,silver non-rare,46,44,44,45,47,53,47,47,63,66,60,57,60,57
9821,Ethan Erhahon,66,CM,CDM,,,Scotland,Lincoln City,silver non-rare,63,65,65,65,65,66,66,66,66,65,66,67,66,67
9822,Tomas Escalante,66,CM,,,,Argentina,Defensa,sudamericana,63,66,66,66,67,66,66,66,62,58,62,63,62,63
9823,Daniel Escriche Romero,66,ST,CF,,,Spain,Albacete BP,silver non-rare,66,63,63,65,64,56,62,62,46,44,44,46,44,46
9824,Jhon Espinoza,66,RWB,RB,RM,,Ecuador,FC Lugano,silver non-rare,53,57,57,55,56,57,59,59,62,65,64,64,64,64
